word,word_en,tag,phrase_fr,phrase_en
éthique,"ethical, ethics",nadj(f), le clonage représente évidemment plusieurs problèmes éthiques , cloning obviously poses several ethical problems
révision,"review, revision, overhaul",nf, il y aura une révision périodique du régime , there will be periodic regime change 
pointer,"to mark off, clock in, clock out, aim","nm,v", pourquoi cette femme pointe-t-elle une arme sur toi? , why is that woman aiming a gun at you?
assassiner,"to murder, assassinate",v, il mourut assassiné , he was assassinated 
optimiste,optimistic,nadj(f), êtes-vous optimiste quant à l'avenir des jeunes? , are you optimistic about the future of the youth?
instaurer,"to institute, introduce",v, notre nouveau directeur a instauré un programme pour travailler en équipe , our new director started a teamwork program
isolé,"remote, isolated, insolated",nadj," dans quelques semaines, on sera isolés par la glace "," in a few weeks, we will be isolated by the ice"
revendiquer,to claim,v, l'attentat n'a pas été revendiqué , no responsibility has been claimed for the attack 
secouer,to shake,v, elle secoue mes couvertures dans tous les sens , she shakes out my bedding in every direction 
bizarre,"strange, odd",nadj(f), les effets de la maladie sont bizarres , the effects of the sickness are bizarre 
abus,"abuse, misuse, breach",nm(pl), il y a eu des abus sexuels , there was sexual abuse 
procédé,processus,nm, c'est un procédé continuel chez moi , it's an ongoing process with me 
pêcheur,fisherman,nadj, les pêcheurs sont les hommes de la liberté , fishermen are men of freedom 
amateur,amateur,"nm,nf", j'ai eu des parents amateurs de théâtre , I have parents who love the theater 
regret,"regret, regretfully",nm," aux vacances, nous nous séparions sans regret "," on vacation, we separated without regrets "
accroissement,increase,nm, nous sommes tous atterrés par l'accroissement du chômage , we're all crushed by the growth in unemployment
trimestre,quarter; three months,nm, les perspectives sont bonnes pour le troisième trimestre , the outlook is good for the third quarter
onde,wave,nf, c'est comme une onde de choc , it's like a shock wave 
spatial,"spatial, space",adj, la Station spatiale internationale n'a aucun rôle militaire , the International Space Station has no military role
brut,"raw, crude","adv,nadj", la surface totale brute de ce bâtiment est de 215.000 m2 ," the total unfinished area of this building is 215,000 square meters"
éventuellement,possibly,adv, des sanctions seront éventuellement prises , sanctions will eventually be taken 
vache,cow,"adj(f),nf", dans d'immenses champs des vaches mâchaient , cows munched in immense fields 
gris,grey,nadj(pl), c'était une poule grise , it was a grey hen 
aise,"comfort, joy, pleasure, ease",nadj(f), je suis mal à l'aise dehors , I am uneasy in the outdoors 
agression,agression,nf, les agressions contre les femmes ont augmenté , aggression against women has increased 
loisir,leisure,nm, je dresse des chevaux dans mes loisirs , I groom horses in my leisure time 
chaleur,heat,nf, le soleil et la chaleur devenaient en outre excessifs , the sun and the heat were becoming intense
ranger,"to tidy up, put away","nm,v", il range les deux tasses de café dans l'évier , he places the two coffee mugs into the sink 
partage,"division, cutting, sharing",nm, la frontière régie jusqu'au partage de l'ombre et de la lumière , the border extends to where the shadows and the light divide
étoile,star,nf, nous couchions à la belle étoile , we slept under the stars 
mystère,mystery,nm, il y a des mystères que je ne peux résoudre , there are mysteries that I can't resolve 
quasi,"almost, nearly","adv,nm", on entretient un lien quasi mystique avec son pays natal , we maintain an almost mystical connection with our native country
description,description,nf, nous commençons par une brève description de mon père , we start with a brief description of my father
serbe,Serbian,nadj(f), un vieil homme serbe a été tué par balle , an old Serbian man was shot dead 
biologique,"biological, nature",adj(f), les études sur les effets biologiques des radiations sont restées rares , studies on biological effects of radiation have been rare
universitaire,"university, academic",nadj(f), j'étais occupée à des travaux de recherches universitaires , I was busy doing university research work
emparer,"to seize, grab, snatch",v, il n'était pas possible de s'emparer de la clef , it wasn't possible to grab the key 
dent,tooth,nf, elle repart en grinçant des dents , she walks away gnashing her teeth 
neutre,neutral,adj(f), mais mon travail n'est pas neutre et objectif , but my work isn't neutral and objective 
aîné,oldest,nadj, mon fils aîné a onze ans , my oldest son is eleven years old 
trahir,"to betray, give away",v," personne ne te trahit, personne ne t'humilie "," nobody is betraying you, nobody is humiliating you"
intelligence,intelligence,nf, je n'insulterai pas votre intelligence , I won't insult your intelligence 
admirer,to admire,v, j'admire ce que vous faites , I admire what you do 
licence,"licence, permit",nf, il pourra imposer des conditions de licence particulières , he can impose individual conditions on licenses
rigueur,"harshness, severity, rigidness, rigor strictness",nf, l'optimisme est en revanche de rigueur dans les assurances , on the other hand optimism is mandatory in insurance dealings
maternel,"motherly, maternal",adj," ils s'écrivaient en yiddish, leur langue maternelle "," they wrote to each other in Yiddish, their first language"
métal,metal,nm, ils ont été équipés de détecteurs de métaux , they were equipped with metal detectors 
palais,"palace, palate",nm(pl), la Garde du palais n'est guère efficace , the palace guard is no longer efficient 
belge,Belgian,nadj(f), nous voudrions féliciter la présidence belge pour l'initiative , we would like to congratulate the Belgian presidency for the initiative
brutal,brutal,nadj," je trouve leur méthode de revendication brutale, injuste "," I find their reclamation method brutal, injust"
extraire,"to extract, mine, quarry, pull out, remove",v, l'ingénieur a extrait l'expertise empirique des pilotes , the engineer extracted empirical expertise from the pilots
signification,significance,nf, cette appellation a une signification politique très claire , this trade name has a very clear political significance
filer,"to spin, run, get out",v, terminons le reportage et filons d'ici , let's stop our reporting and get out of here 
automatique,automatic,adj(f), la perte de mémoire est presque automatique , loss of memory is almost automatic 
accrocher,"to hang up, hang on, put up",v, les manifestants ont accroché une pancarte , the demonstrators put up a poster 
pain,bread,nm, ça grille le pain pendant qu'on le tranche , it toasts the bread while it's being sliced 
plateau,"plateau, tray, set, stage",nm, il repose la bouteille vide sur le plateau , he sets the empty bottle on the tray 
répétition,"repetition, rehearsal",nf, on recommence les répétitions ce soir , tonight we resume the rehearsals 
diminution,"reduction, decreasing",nf," les stocks de poissons sont en diminution, voire en disparition "," fishery resources are declining, even disappearing"
collection,"collection, series",nf, j'ai une collection des lettres inédites de Freud , I have a collection of Freud's unpublished letters
gène,gene,nm," ils collent des gènes ensemble, je crois "," they splice genes, I think "
permanence,"permanence, duty, service",nf, les deux pieds doivent rester en permanence dans le triangle , both feet must remain in the triangle
reine,queen,nf, il a appartenu à une reine ... la reine de Perse , it belonged to a queen ... the queen of Persia 
privatisation,privatization,nf, la privatisation des entreprises du Kosovo a enfin commencé , the privatization of companies in Kosovo has finally begun
correspondance,"correspondance, connection",nf," il avait brûlé un tas de correspondances, de carnets de notes "," he burned a pile of letters, notebooks"
planter,"to plant, pitch",v, vous achèterez vos bulbes d'oignons à planter , you'll buy the onion bulbs to be planted 
strictement,strictly,adv, nous ne sommes pas strictement obligés , we aren't strictly obligated 
violation,"violation, transgression",nf, cela constitue une violation de sa probation , that constitutes a violation of his probation 
compensation,"compensation, clearing",nf, nous avons offert une compensation aux provinces qui ont perdu de l'argent , we offered compensation to the provinces that lost money
lycée,high school,nm, il est professeur de philosophie au lycée , he's a high school philosophy teacher 
con,stupid,nadj," on va le finir, ce con ", we're gonna take out that a**hole 
combinaison,combination,nf, il était le seul à avoir la combinaison et tu l'as tué ," he alone knew the combination, and you killed him"
injustice,"injustice, unfairness",nf," l'inégalité nourrit l'injustice, le soupçon et les préjugés "," inequality feeds injustice, suspicion, and prejudice"
